id,name,category,ingredients,instructions,nutrition
zavtraki_35,Гренки с сыром,zavtraki,Батон (нарезной) — 1 шт; Сырок плавленый — 1 шт; Колбаса (вареная) — 150 г; Молоко — 100 мл; Масло сливочное (кусочек),,"{""calories"": ""1660.3 ккал"", ""protein"": ""68.2 г"", ""fat"": ""52.5 г"", ""carbohydrates"": ""213.1 г""}"
zavtraki_36,Рис для роллов,zavtraki,"Рис (круглый, на мой взгляд любой круглый подходит) — 2 стак.; Уксус (рисовый) — 50 мл; Сахар — 30 г; Соль — 10 г; Вода — 500 мл",.; .,"{""calories"": ""1459.8 ккал"", ""protein"": ""36 г"", ""fat"": ""12.5 г"", ""carbohydrates"": ""300.7 г""}"
zavtraki_37,Пирожки из заварного дрожжевого теста,zavtraki,"Мука пшеничная / Мука (по 250 мл) — 4 стак.; Вода (1 стакан (250 мл) тёплой для разведения дрожжей, 1 стакан кипятка для заваривания теста) — 2 стак.; Дрожжи (свежие,можно заменить сухими быстрорастворимыми - 10г) — 50 г; Сахар — 1 ст. л.; Соль — 1 ч. л.; Масло растительное — 3 ст. л.; Готовая начинка","Так как это тесто очень быстрое, к началу замеса должна быть готова начинка. У меня их было две. Первая - тушёное мясо, смешанное с поджаренным луком и отварным рисом.; И отварные яйца с зелёным луком.; Для теста нам понадобятся 2 стакана воды. Один ставим на огонь, чтобы закипел. В другом, тёплом, разводим дрожжи, добавляем соль, сахар и растительное масло. Свежие дрожжи можно заменить быстрорастворимыми, я использовала пакетик Саф-момент (11г); В отдельную миску просеиваем муку.; Добавляем дрожжевую смесь и быстро перемешиваем. Вся мука, конечно, не впитается, но это не важно.; Выливаем сверху стакан кипятка и начинаем замешивать тесто. Сначала ложкой, чтобы не обжечься, затем руками. При необходимости можно понемногу добавлять муку.; Тесто должно получиться мягкое и эластичное.; Следующий шаг - моя личная инициатива. Так как я люблю математическую точность, я развесила тесто на электронных весах по 50 г. У меня получилось 27 одинаковых шариков. Впрочем, этот шаг можно пропустить, а сразу отрывать кусочки теста...; ... раскатывать в тонкие лепёшки, раскладывать начинку...; ... и лепить пирожки.; После того, как слепили последний, сразу ставим сковородку на огонь, хорошо разогреваем в ней растительное масло и жарим. Очень важно! Масло жалеть не следует, оно должно доходить хотя бы до половины пирожка, а лучше ещё выше. В этом случае пирожки будут пышные и без белой полоски посередине.; Вот и всё! Пышные, румяные и очень быстрые пирожки готовы! Приятного аппетита!","{""calories"": null, ""protein"": null, ""fat"": null, ""carbohydrates"": null}"
zavtraki_38,"Салат ""Идиллия""",zavtraki,Яйцо куриное (сырое) — 2 шт; Мясо (вареное (у меня - свинина)) — 150 г; Огурец (свежий) — 1 шт; Яблоко (свежее (зеленое)) — 1 шт; Майонез (для заправки); Чеснок — 2 зуб.,"Яйца взбиваем слегка венчиком, добавляем соль, перец на раскаленной сковородке, в небольшом количестве масла жарим яичный блинчик; Мясо нарезаем соломкой; Выкладываем мясной слой на тарелку, слегка смазываем майонезом; Следом выкладываем слой из порезанных соломкой огурчиков, тоже смазываем майонезом; Теперь слой порезанных соломкой яблочек... (чтобы яблочки не потемнели не забудьте хорошенько побрызгать из лимонным соком) смазываем слой майонезом; Весь салатик равномерно посыпаем порезанны соломкой яичным блинчиком; Можно украсить зеленью... посыпать чесночком...; ... приятнейшего Вам аппетита! :) P.S. несмотря на то, что в салатике очень мало ингредиентов, он получается сытным и нежным одновременно.. он понравится и мужчинам и женщинам... и создаст хорошее настроение на ""5+"" ;-)","{""calories"": ""761.2 ккал"", ""protein"": ""19 г"", ""fat"": ""26.4 г"", ""carbohydrates"": ""35.3 г""}"
zavtraki_39,Нежные отбивные,zavtraki,"Мясо (корейка) — 0,5 кг; Молоко — 200 мл; Соль — 0,5 ч. л.; Сахар — 1 ч. л.; Перец черный (молотый) — 0,5 ч. л.; Яйцо куриное — 1 шт; Мука пшеничная / Мука — 100 г; Масло подсолнечное (для жарки) — 50 мл","Мясо разрезать на отбивные, лучше 8 маленьких кусков, чем 4 больших, отбить.; На тарелке смешать соль, сахар, перец.; Влажной рукой набрать этой смеси немного (сколько прицепится), так вы их не пересолите.; И дотронуться к отбивной, смесь прилипнет. Так с двух сторон. Ничего, если немного неравномерно.; Отбивные залить молоком и оставить хотя бы на час, можно на дольше. За это время их пару раз перемешать.; Отбивные набухнут, вберут молоко и станут очень нежными.; Вилкой перемешать яйцо, щепотку соли и перца. На другую тарелочку насыпать муки.; Обвалять отбивную в муке.; Потом в яйце.; Жарить в подсолнечном масле до готовности.; Готовые отбивные посыпать зеленью. У меня сушеный укроп.","{""calories"": ""995.5 ккал"", ""protein"": ""22.4 г"", ""fat"": ""58.7 г"", ""carbohydrates"": ""95.1 г""}"
zavtraki_40,"Нежный яблочный пирог с хрустящей корочкой ""Невидимый""",zavtraki,Коньяк (по желанию) — 1 ст. л.; Разрыхлитель теста (15 г) — 1 пач.; Молоко — 90 мл; Масло растительное — 2 ст. л.; Сахар — 70 г; Мука пшеничная / Мука — 60 г; Яблоко (крупные) — 3-4 шт; Яйцо куриное — 2 шт; Миндаль (листиками) — 2-3 ст. л.; Масло сливочное (растопленное) — 3 ст. л.; Сахар (80 г на корочку и 1 ст.л. на посыпку) — 80 г; Яйцо куриное — 1 шт,"Смешать муку, сахар, разрыхлитель.; 2 яйца слегка взбить вилкой и влить в смесь муки с сахаром.; Теперь вливаем молоко. Размешиваем.; Затем в тесто влить растительное масло и коньяк, если желаете. Хорошенько взбиваем до пузырьков.; Приступаем к чистке яблок. Снять с них кожуру и убрать семечки. Нарезать тонкими пластинками, это обязательно, иначе не получится нужная нам текстура теста.; Кладем яблоки в тесто. Посмотрите, какое тесто должно быть, его почти и не видно, оно впитано яблоками. Так и должно быть.; Форму смазать маслом, вылить в нее тесто. И выпекать в разогретой духовке 25-30 мин. при температуре 200 град.; Пирог готов, когда наощупь он достаточно твердый.; В это время готовим будущую корочку: взбить в белую пену яйцо с сахаром. Добавить растопленное сливочное масло и еще раз взбить.; Получается вот так.; И залить этой смесью еще горячий пирог.; Сверху посыпать пластинками миндаля и 1 ст. л. сахара.; И поставить еще на 10-15 мин. в духовку при температуре 200 град. до золотистой корочки.","{""calories"": ""2209.2 ккал"", ""protein"": ""39.1 г"", ""fat"": ""107.7 г"", ""carbohydrates"": ""254.9 г""}"
zavtraki_41,"Лимонный пирог ""Наивкуснейший""",zavtraki,"Масло сливочное (размягченное) — 120 г; Сахар — 100-120 г; Мука пшеничная / Мука — 120 г; Яйцо куриное — 2 шт; Лимон (зависит от размера) — 0,5-1 шт; Разрыхлитель теста — 7 г","Размягченное сливочное масло размешать с сахаром.; Добавить по одному 2 яйца.; Затем добавить муку.; Все тщательно размешать и вмешать цедру и сок половины лимона (можно добавить сок целого лимона).; Затем добавить разрыхлитель, тщательно размешать.; Форму для выпечки застелить бумагой (у меня диаметр - 22-23 см). Выложить тесто, разровнять.; Выпекать в разогретой до 190 градусов духовке до золотистого цвета (около 20 минут), но следите по вашей духовке. Время может отличаться в зависимости от духовки. Пирог немного охладить, вынуть АККУРАТНО из формы. По желанию, можно приготовить глазурь: взбить лимонный сок (4 ст. л.) и 150 г сахарной пудры до белой тягучей массы, залить пирог.","{""calories"": ""1887.8 ккал"", ""protein"": ""25.7 г"", ""fat"": ""112.4 г"", ""carbohydrates"": ""193.5 г""}"
zavtraki_42,Манная каша без комочков,zavtraki,"Молоко — 0,75 стак.; Вода — 0,25 стак.; Крупа манная — 3 ч. л.; Сахар; Соль; Масло сливочное","Итак, начнем с предпосылок успешного приготовления каши. Во-первых, соблюдение рецептуры: для одной порции: на 3/4 стакана молока – 1/4 стакана воды и 3 ч.л. манной крупы. Во-вторых, лучше использовать кастрюльку с толстым дном. Вышеупомянутую кастрюльку надо ополоснуть холодной водой, налить в нее молоко и воду - ХОЛОДНЫМИ. Сверху насыпать манную крупу. Она частично утонет, а частично будет плавать на поверхности. Вот так.; Оставляем будущую кашу на 10 минут. За это время крупинки манки впитывают холодную жидкость, набухают, благодаря чему во время варки не образуются никакие комочки. Примечание. Если молоко у Вас свежевскипяченное, горячее, то манку замачиваете в одной холодной воде, а молоко вливаете уже перед началом приготовления. Перед тем как ставить кастрюльку на огонь, ОБЯЗАТЕЛЬНО перемешайте ее содержимое, потому что манка оседает на дно. Ставим кашу на маленький огонь, если надо, добавляем сахар и соль. Когда будете варить в первый раз, лучше от каши все же не отходить, чтобы самостоятельно почувствовать, как она себя ведет. Но мешать ее постоянно не нужно. Скажем так, пока не закипит, я перемешиваю где-то раз в минуту, а после закипания – уже постоянно, а то каша просто к дну пригорит. Но комочков не будет все равно! После закипания варить где-то минуты 3. Все, готово. Добавляем масло, кто любит – варенье. Приятного аппетита! Да здравствует манная каша!","{""calories"": ""69 ккал"", ""protein"": ""2.3 г"", ""fat"": ""0.1 г"", ""carbohydrates"": ""14.7 г""}"
zavtraki_43,Каша гречневая и секреты еe приготовления,zavtraki,"Масло сливочное (желательно использовать качественное сливочное масло с высокой жирностью) — 1/2 ч. л.; Соль (обычная поваренная соль) — 1/2 ч. л.; Вода (чистая питьевая вода) — 2 стак.; Крупа гречневая (необходима крупа с цельной ядрицей, не дроблёная) — 1 стак.","Итак, отмеряем стакан гречки (без горки), высыпаем в чашку и хорошенько перебираем, удаляя мелкие камешки и частицы мусора. Затем...; Хорошенько промываем крупу холодной водой и сменяем воду несколько раз, пока она не станет чистой как на фотографии. После промывки гречку необходимо немного просушить.; Теперь высыпаем гречку в сковороду и поджариваем её на среднем огне, постоянно помешивая, до золотисто-коричневого цвета.; В кастрюле с толстыми стенками и дном на медленном огне растопите сливочное масло (1/2 чайной ложки), добавьте соль, гречку и...; Хорошенько перемешайте, чтобы каждая гречинка (ядрица) покрылась маслом (но не жарьте). Пока Вы это делаете, необходимо вскипятить в чайнике или кастрюле 2 стакана воды.; Смешав крупу с солью и маслом, вливаем в неё кипящую воду и убавляем огонь до минимума.; Накрываем плотной крышкой и не открываем её минут 15-20. Здесь важно именно невмешательство в процесс, ведь наша кашка готовится не столько на воде, сколько на пару.; Ну вот, наша замечательная кашка готова!; Выложите её в тарелку деревянной ложкой и положите в кашку кусочек сливочного масла (масло здесь просто необходимо) и подавайте к столу горячей. Приятного аппетита!","{""calories"": ""690.9 ккал"", ""protein"": ""26.5 г"", ""fat"": ""5.5 г"", ""carbohydrates"": ""142.8 г""}"
zavtraki_44,Уникальные творожные улитки,zavtraki,Творог — 360 г; Желток яичный (крупный) — 4 шт; Сода — 3/4 ч. л.; Сахар — 3-4 ст. л.; Мука пшеничная / Мука — 1 стак.,"Приготовить продукты. От творога отделить примерно четверть, отложить всторону. Остальной творог положить в миску, добавить желтки и 1-2 ст. л. сахара (остальной сахар пойдёт в начинку). При желании, тесто можно совсем не подслащивать, положить сахар только в начинку.; Растереть творог с желтками до однородной массы. Добавить соду (не гасить, это сделает творог). Перемешать и дать постоять 3-5 минут.; К творожной массе добавить муку. Подсыпать понемногу, мешая ложкой. Когда мешать будет трудно, замесить тесто руками. Муки может потребоваться больше, в зависимости от консистенции и жирности творога. Готовое тесто скатать в шар и убрать в холодильник на 1,5 часа.; Достать охлаждённое тесто, посыпать мукой поверхность и раскатать тесто в пласт толщиной 3-5 мм. Половину теста смазать отложенным ранее творогом. Тесто довольно легко рвётся, поэтому, если творог не очень мягкий, можно добавить к нему ложку сметаны, молока или даже воды, растереть в отдельной чашке и после этого нанести на тесто. Сверху на творог посыпать 1-2 ст. л. сахара (или можно добавить сахар в творог). Накрыть творожную половину теста пустой частью.; Скатать в рулет. Включить духовку на 170-180 градусов.; Отрезать от рулета кусочки толщиной в 1 см и выкладывать на противень, застеленный бумагой для выпечки или фольгой, на расстоянии 2-3 см. Сверху можно ещё чуть-чуть присыпать сахарным песком.; Выпекать в горячей духовке 20-25 минут.; Можно кушать горячими, можно брать с собой на прогулку или подать на праздничный стол.; Пробовала сделать такое же тесто не на желтках, а из целых яиц и в виде булочек. Но получается уже немного не то, тесто более упругое. Такие булочки можно разрезать пополам и смазывать маслом или вареньем. Но самым маленьким карапузам всё равно не понравится. Так что, лучше печь именно на желтках, тем более белок аллергичным детям не рекомендуют до 1,5-2 лет. Кстати, это самый лучший способ утилизации желтков!","{""calories"": ""1206.2 ккал"", ""protein"": ""98.5 г"", ""fat"": ""40.2 г"", ""carbohydrates"": ""205.8 г""}"
zavtraki_45,"Сыр ""Сливочный"" от бабы Шуры",zavtraki,"Творог — 1 кг; Молоко — 1 л; Яйцо куриное — 3 шт; Масло сливочное — 100 г; Сода — 1 ч. л.; Соль (или по вкусу) — 1,5 ч. л.","Чтобы получился хороший сыр, творог должен быть сухой и не жирный. Положить в молоко творог и нагревать до кипения и варить 7-10 минут, периодически помешивая. Если творог был не жирный и сухой, то он сразу начнёт слегка плавиться и немного тянуться.; Готовую массу откинуть на дуршлаг, застеленный марлей. Дать стечь жидкости. На ощупь масса будет похожа на мягкий тянучий пластилин. С такого варёного творога жидкость стекает 2-3 минуты. Чтобы процесс ускорить, можно массу отжать руками.; В отдельную посуду с толстым дном, но не эмалированную, положить стёкший творог, яйца, масло, соль, соду и всё тщательно перемешать руками.; Поставить эту смесь на средний огонь и, постоянно помешивая, расплавлять. При расплавлении масса начнёт тянуться. Таким образом (не переставая мешать), хорошо проварить эту смесь около 5-7 минут. Вот, что получается после пяти минут варки. Многие писали в отзывах, что посуда испорчена напрочь! Совсем нет! Просто надо постоянно мешать и мешать сырную массу! Да и сыр лучше плавится при постоянном перемешивании. Когда масса начнёт отставать от стенок посуды - сыр готов. Переложить сырную массу на блюдо, накрыть плёнкой, чтобы корочка не заветрилась и поставить сыр на холод для остывания.; Сыворотку, оставшуюся после варки, не выливайте - из неё можно печь вкусные блины. Получился очень нежный сливочный сыр. Приятного аппетита!","{""calories"": ""2386.4 ккал"", ""protein"": ""231 г"", ""fat"": ""124.2 г"", ""carbohydrates"": ""85.6 г""}"
zavtraki_46,"Печенье ""Минутка""",zavtraki,Маргарин — 200 г; Сыр плавленый (упаковка 100 г) — 2 шт; Мука пшеничная / Мука — 1 стак.; Сахар — по вкусу,"Вот, что нам понадобится для приготовления этого несложного печенья; Сначала натрём на мелкой тёрке сырки.; К сыркам добавим охлаждённый и натёртый на крупной тёрке маргарин; И стакан (250 г) просеянной муки.; Замесим тесто.; Раскатаем тесто на присыпанном мукой столе. Формочкой вырежем печенюшки.; Выложим печеньки на противень и слегка присыпем их сахарком. Если хочется, чтобы печенье было несладким, можно слегка присыпать солью и кунжутом или тмином, или другими специями на Ваш вкус. Я, кроме сахара, некоторые печеньки посыпала корицей.; Выпекаем в духовке, разогретой до 180-190 градусов 15-20 минут, пока не зарумянятся. Даём немного остыть и наливаем чаёк ;-); Приятного аппетита!!! Весеннего настроения:-)","{""calories"": ""2018.7 ккал"", ""protein"": ""57.9 г"", ""fat"": ""146.2 г"", ""carbohydrates"": ""119.8 г""}"
zavtraki_47,Осетинские пироги,zavtraki,"Дрожжи (Саф-Момент, можно 1-2 ч. ложки любых сухих) — 1 пач.; Вода — 700 мл; Соль — 1 ч. л.; Сахар — 1,5 ст. л.; Мука пшеничная / Мука (сколько возьмёт тесто) — 1 кг; Масло сливочное (и для смазки) — 30 г; Масло растительное — 1...2 ст. л.; Готовая начинка","Первое, чем меня угостили в Осетии, а ездила я к друзьям, конечно был пирог, мы поехали вечером за город и меня угостили горячим пирогом. Когда моя подруга спросила не знаю ли я из чего пирог, я ответила, что нет, тогда она сказала, что он из ботвы свеклы, на что я очень удивилась, ведь мы её обычно выбрасываем.; Редактирую рецепт! У одного человека не получилось! Думаю что были несвежие дрожжи и с мукой что-то. Если какое-то недоверие, то делайте то дрожжевое тесто, какое вы умеете и к какому привыкли. Я же делаю тесто негустым совсем, у меня получается очень мягкое тесто, и дрожжи кладите только свежие, сюда может даже лучше будет пачку Саф-момент, хотя осетинки кладут свежие дрожжи, но я с ними не работаю 1 - 1,5 ч. л. (или пачку саф-момент) сухих ( но чтобы были не старыми) дрожжей развести с сахаром в 100 мл. тёплой воды и дать подняться. В оставшуюся (600 мл) тёплую воду положить соль, сахар и опару, все размешать и всыпать муку. Замесить тесто. Замешанное тесто обмазать растительным маслом, и прикрыв пищевой плёнкой, дать подняться в течении двух часов.; Тем временем приготовить начинку. Я летом делаю из листьев свеклы. В Осетии тоже делают только из одних свекольных листьев, некоторые добавляют зелёный лук и укроп с петрушкой, кинзу и базилик. В этот раз у меня был хороший куриный фарш. Я добавила в него зелёный лук и травы какие были. Весь секрет Осетинских пирогов заключается в том чтобы начинки было столько же, сколько и теста. Чем тоньше тесто в пироге, тем искусней хозяйка. Это тесто нужно разделить на три части, получаются шары примерно 12-15 см. в диаметре. Начинки нужно брать столько же. Если это будут свекольные листья, то должны быть молодыми и мелко порезанными, эту начинку не нужно сильно солить, соли чуть-чуть. Раскатать шар в круг примерно 20 - 25 см. диаметром и положить на него начинку.; Начинку равномерно распределить по тесту.; Теперь нужно собрать края теста вот так:; У меня получилось вот так.; Нужно перевернуть пирог и осторожно руками разравнивать начинку, начиная с краёв, не очень сильно растягивая, поскольку ещё на сковороде нужно его растягивать.; Выложить пирог на широкую сковородку (эту сковороду я привезла из Осетии) или на лист и уже растягивать их до диаметра сковородки или ширину листа. Кладут на сухой лист, но я промазываю чуть маргарином. Осетинские пироги обычно где то 30 -35 см. в диаметре, но я видела и меньше. Нужно сделать дырочку для выхода воздуха.; Пекут эти пироги не долго. И у них есть секрет. Поставить в разогретую примерно от 180 до 200 градусов духовку, сначала на нижнюю полку минут на 5. Затем переставить на верхнюю минут на 20, в общем пока не подрумянится. Ещё один секрет осетинских пирогов: после выпечки, промазать обильно верх и края добрым куском масла. Я брала 50 грамм. Если масло всё не впиталось в тесто, оставить в середине, оно будет таять и пропитывать начинку.; Пироги у меня получились 30 сантиметров в диаметре. Вот такие они.; ПРИЯТНОГО АППЕТИТА!!!","{""calories"": null, ""protein"": null, ""fat"": null, ""carbohydrates"": null}"
zavtraki_48,Праздничный рулет из лаваша с грибами,zavtraki,Лаваш — 3 шт; Майонез — 500 г; Петрушка (большой пучок); Грибы (любые) — 700 г; Сыр твердый — 350 г; Масло сливочное (для обжаривания),"Вот они продукты.; Берем первый блин и смазываем майонезом.; Моем, нарезаем петрушку.; Выкладываем на майонез и накрываем все это вторым блином.; Грибы моем, нарезаем и обжариваем на сливочном масле.; Второй блин тоже смазываем майонезом, сверху кладем грибочки.; Накрываем третьим блином, майонез и сверху трем сыр.; Все эти прелести скручиваем в рулет, кладем или заматываем в полиэтилен и забываем в холодильнике. (На 1 часик, можно и больше).; Когда достали, нарезаем, украшаем и вкушаем)))","{""calories"": ""5520.5 ккал"", ""protein"": ""155.4 г"", ""fat"": ""360 г"", ""carbohydrates"": ""429 г""}"
zavtraki_49,"Домашний сыр ""Панир""",zavtraki,"Молоко (желательно использовать домашнее, но подойдёт и качественное магазинное со сроком хранения не более нескольких дней) — 1 л; Кефир (в этом рецепте я использовал кефир, но подойдёт также сок лимона, ""живой"" йогурт, кислая сыворотка, лимонная кислота) — 150 мл","Итак, ставим молоко на плиту в кастрюле с толстым дном.; Вот, наше молочко закипело. Теперь выливаем в него тонкой струйкой кефир и постоянно помешиваем.; Спустя пару минут, как по волшебству, творог отделится от сыворотки и всплывёт на поверхность.; Теперь нам пора воспользоваться марлей и процедить содержимое кастрюли, чтобы отделить творог от сыворотки. На этом этапе мы можем уже остановиться и незатейливыми движениями рта и рук, быстренько оприходовать полученный нами вкуснейший творог :). Но наша цель - ""Панир"", а потому продолжим.; Плотно завязываем марлю с творогом и...; ... кладём под самодельный пресс, альтернативой которому нам послужит кастрюля, наполненная водой. Через несколько часов частицы творога свяжутся в единое целое и мы получим великолепный сыр ""Панир"", который в Индии используют как основу для многих блюд, либо как отдельное блюдо.; Приятного аппетита!","{""calories"": ""428 ккал"", ""protein"": ""35.6 г"", ""fat"": ""5.5 г"", ""carbohydrates"": ""59.1 г""}"
zavtraki_50,"Котлеты ""Сочность""",zavtraki,"Фарш мясной (свиной (200 гр), говяжий (200 гр), куриный (200 гр)) — 600 г; Лук репчатый — 2 шт; Капуста белокочанная / Капустa (по объему ее надо взять столько же, сколько будет фарша) — 500 г; Яйцо куриное — 1 шт; Соль (по вкусу); Приправа (по вкусу); Мука пшеничная / Мука (для панировки котлет); Масло растительное (для жарки)","Смешать три вида фарша в равных пропорциях.; Капусту и лук пропустить на мясорубку или измельчить с помощью кухонного комбайна, добавить к фаршу.; Все хорошо вымешать, посолить, приправить любимыми приправами, вбить одно яйцо, еще раз вымешать.; Сформировать котлетки, обвалять их в муке и обжарить на растительном масле.; Сочные котлетки готовы! Приятного аппетита!","{""calories"": ""1082.4 ккал"", ""protein"": ""18.7 г"", ""fat"": ""17 г"", ""carbohydrates"": ""39.5 г""}"
zavtraki_51,Французские булочки,zavtraki,"Дрожжи (был момент, пользовалась сухими, сейчас опять вернулась к сырым - разницы нет; 50 г сырых или 1 ч.л. (примерно 5-6 г) сухих) — 50 г; Яйцо куриное — 2 шт; Молоко (теплое) — 1 стак.; Маргарин (берите без запаха - хороший, растопленный) — 0,5 пач.; Сахар — 1/4 стак.; Мука пшеничная / Мука (сколько возьмёт тесто) — 2-3 стак.; Корица (или мак, если хочется); Крахмал — 1-1,5 ст. л.; Маргарин (мягкий) — 0,5 пач.; Сахар — 3/4 стак.","Сразу готовим крем. Хорошо смешиваем мягкий маргарин, сахар и крахмал. Миксер здесь не нужен, достаточно хорошо смешать вилкой.; Начинаем готовить тесто. Накрошить дрожжи (если сырые) в теплое молоко, добавить сахар, яйца, половину нормы муки, растопленный маргарин и еще муку.; Замесить мягкое эластичное тесто. И тут же начинаем формовку булочек.; Раскатываем тесто с палец толщиной, намазываем на него наш крем. Крем удобней наносить вилкой. (совет: разделите тесто на 2-3 равные части и на столько же частей крем (откладывать его не надо- чисто визуально) тогда у вас не получится так что либо крема не хватит, либо останется).; Скатываем рулетики.; Нарезаем на небольшие кусочки. Желательно с размером не усердствовать. см.4; Выкладываем на противень срезами вниз. Не приплющивать, не прижимать, достаточно свободно. Теперь накроем салфеткой и подождем пока они увеличатся в объёме. Когда дрожжи хорошие, достаточно 40-60 мин. Можно дать постоять и подольше.; Духовку разогреть до 220 гр. (обязательно хорошо разогрейте!), поставьте туда булочки и убавьте температуру до 180-200гр.; Минут через 15 они готовы. Очень вкусные теплые!","{""calories"": ""5319 ккал"", ""protein"": ""75.3 г"", ""fat"": ""20.5 г"", ""carbohydrates"": ""1211.8 г""}"
zavtraki_52,Кабачковая икра,zavtraki,Кабачок — 1.5 кг; Лук репчатый — 2 шт; Морковь — 2 шт; Чеснок — 3 зуб.; Соль; Перец черный (молотый); Масло растительное,"Кабачки натереть на самой мелкой терке, если кожица твердая, ее снять, если есть семечки, тоже вырезать. Отжать сок, положить в железную кастрюльку, посолить и на маленьком огне варить минут 30, переодчески помешивая.; Как можно мельче порезать лук, натереть морковь на морковной терке. Сначала на растительном масле обжарить лук, потом добавить морковь, жарить еще минут 5, солим.; Кабачки еще горячими процедить через ситечко, чтобы вся водичка ушла и добавляем к моркови, жарим еще минут 10 на маленьком огне. Добавляем давленый чеснок, перец, если нужно, еще солим, и еще минут 5 прожариваем.","{""calories"": ""659.5 ккал"", ""protein"": ""17.7 г"", ""fat"": ""15.1 г"", ""carbohydrates"": ""85.9 г""}"
zavtraki_53,Куриная отбивная для лентяек,zavtraki,"Приправа (""Итальянские травы"", по вкусу); Соль (по вкусу); Мука пшеничная / Мука; Яйцо куриное — 1 шт; Молоко — 50-60 мл; Филе куриное — 600 г; Чеснок (по вкусу); Лимон (только сок)","Филе режем на кубики примерно 2х2 см. Сбрызгиваем лимонным соком, солим и посыпаем итальянскими травами. Перемешиваем...; ... тем временем. Мелко-примелко режем на кубики лук. Можно также добавить зубчик чеснока.; В миске смешиваем филе, лук и чеснок, молоко и яйцо.; Перемешиваем, затем постепенно добавляем муку, масса должна напоминать тесто на оладьи.; Обжариваем в кипящем масле, на среднем огне под крышкой по 7 минут с каждой стороны...; И наслаждаемся...","{""calories"": ""836.1 ккал"", ""protein"": ""150.3 г"", ""fat"": ""14.3 г"", ""carbohydrates"": ""13.4 г""}"
zavtraki_54,"Сырники ""Нежность""",zavtraki,"Творог — 250 г; Яйцо куриное — 2 шт; Ванилин ( щепотка); Сметана — 4-5 ст. л.; Сахар — 3-4 ст. л.; Мука пшеничная / Мука — 5-6 ст. л.; Сода (гашенная уксусом) — 0,5 ч. л.","Замесить тесто чуть гуще, чем на мучные блины... (Яйца взбиваем с сахаром, добавляем сметану, затем муку, соду гашеную уксусом); Макаем ложку в холодную воду, берём тесто и выкладываем на сковороду...; Жарим на небольшом огне. Выкладываем на тарелочку и посыпаем сахарной пудрой...","{""calories"": ""1422.8 ккал"", ""protein"": ""75.6 г"", ""fat"": ""38.3 г"", ""carbohydrates"": ""194.5 г""}"
zavtraki_55,Беляши домашние,zavtraki,"Вода (теплая, Для теста) — 1/2 стак.; Дрожжи (Для теста) — 7 г; Сахар (Для теста) — 1 ч. л.; Молоко (Для теста (3,5%)) — 1 стак.; Масло сливочное (Для теста) — 100 г; Соль (Для теста) — 2 ч. л.; Мука пшеничная / Мука (Для теста (сколько возьмёт)); Фарш мясной (Для начинки (у меня смешанный)) — 500 г; Лук репчатый (Для начинки (крупная)) — 1 шт; Чеснок (Для начинки) — 2 зуб.; Сливки (Для начинки (33%)) — 150-200 мл; Специи (Для начинки (соль, перец, перец кайен, специи для фарша)); Масло растительное","Сначала сделать тесто: В тёплой воде растворить сахар и всыпать дрожжи. Перемешать и отставить минут на 15, до появления шапки. К тёплому молоку влить растопленное сливочное масло и соль.; Добавить дрожжевую смесь и перемешать. Постепенно подсыпая муку, замесить тесто.; Когда тесто можно будет взять в руки, достать его и продолжая подсыпать муку, вымесить в гладкое тесто на столе.; В кастрюлю налить пару ст. ложек раст. масла и размазать по дну и стенкам.; Переложить туда тесто, обкатать в масле, накрыть и убрать в тепло на 1,5-2 часа. Вот так оно подошло.; Пока тесто подходит, подготовить начинку: К фаршу выдавить чеснок. Добавить мелко-порезанный лук Добавить специи и перемешать. Влить сливки и снова перемешать.; Лепим и жарим: Тесто обмять и смазанными раст. маслом руками сформировать шарики. Дать им минут 10 постоять. Из фарша тоже налепить такое-же кол-во шариков.; На присыпанном мукой столе, шарик из теста приплюснуть ладошкой (тесто очень мягкое и податливое - скалка не нужна.) В серединку положить шарик-начинку; и защипать тесто вокруг начинки, оставляя серединку открытой.; Дать постоять минут 15.; Жарить на сковороде, в большом количестве раскалённого раст. масла, с двух сторон до золотистой корочки, сначала открытой стороной вниз; Потом переворачиваем и жарим с другой стороны; Готовые беляши складывать на бумажные салфетки, чтобы ушло лишнее масло. И сразу подавать, очень вкусно со сметанкой.; Вот и всё!!! ПРИЯТНОГО АППЕТИТА!!!","{""calories"": ""2217.5 ккал"", ""protein"": ""21.8 г"", ""fat"": ""147.5 г"", ""carbohydrates"": ""58.8 г""}"
